id,name,category,proteins,p_value,fdr_rate
MMU-1483249,Inositol phosphate metabolism,Reactome Pathways,"['10090.ENSMUSP00000106256', '10090.ENSMUSP00000035214', '10090.ENSMUSP00000044466', '10090.ENSMUSP00000048057', '10090.ENSMUSP00000110583', '10090.ENSMUSP00000001202', '10090.ENSMUSP00000099404', '10090.ENSMUSP00000013807']",0.0017204102531438732,0.020544707462119168
GO:0044088,Regulation of vacuole organization,Biological Process (Gene Ontology),"['10090.ENSMUSP00000122422', '10090.ENSMUSP00000056888', '10090.ENSMUSP00000025804', '10090.ENSMUSP00000030536', '10090.ENSMUSP00000103762', '10090.ENSMUSP00000099728', '10090.ENSMUSP00000046340', '10090.ENSMUSP00000013970']",0.0017204102531438732,0.020544707462119168
path:mmu04140,Autophagy - animal,KEGG,"['10090.ENSMUSP00000063795', '10090.ENSMUSP00000023343', '10090.ENSMUSP00000028118', '10090.ENSMUSP00000131454', '10090.ENSMUSP00000122422', '10090.ENSMUSP00000060844', '10090.ENSMUSP00000103762', '10090.ENSMUSP00000099835', '10090.ENSMUSP00000094986', '10090.ENSMUSP00000056774', '10090.ENSMUSP00000038514', '10090.ENSMUSP00000099728', '10090.ENSMUSP00000051619', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000013807', '10090.ENSMUSP00000029128']",0.0016845891199842823,0.02024690155644958
GO:1900180,Regulation of protein localization to nucleus,Biological Process (Gene Ontology),"['10090.ENSMUSP00000029175', '10090.ENSMUSP00000028118', '10090.ENSMUSP00000033699', '10090.ENSMUSP00000103935', '10090.ENSMUSP00000031740', '10090.ENSMUSP00000004990', '10090.ENSMUSP00000099758', '10090.ENSMUSP00000120115', '10090.ENSMUSP00000081142', '10090.ENSMUSP00000000122', '10090.ENSMUSP00000056774', '10090.ENSMUSP00000054852', '10090.ENSMUSP00000018572', '10090.ENSMUSP00000045409', '10090.ENSMUSP00000083375', '10090.ENSMUSP00000084400']",0.0016845891199842823,0.02024690155644958
path:mmu04613,Neutrophil extracellular trap formation,KEGG,"['10090.ENSMUSP00000029175', '10090.ENSMUSP00000099404', '10090.ENSMUSP00000098066', '10090.ENSMUSP00000123924', '10090.ENSMUSP00000004990', '10090.ENSMUSP00000080832', '10090.ENSMUSP00000034049', '10090.ENSMUSP00000056774', '10090.ENSMUSP00000051619', '10090.ENSMUSP00000071486', '10090.ENSMUSP00000085744', '10090.ENSMUSP00000077873', '10090.ENSMUSP00000015484', '10090.ENSMUSP00000043828', '10090.ENSMUSP00000022293', '10090.ENSMUSP00000102770', '10090.ENSMUSP00000103981']",0.0016759409195080991,0.02016301245620247
MMU-1266738,Developmental Biology,Reactome Pathways,"['10090.ENSMUSP00000042342', '10090.ENSMUSP00000020904', '10090.ENSMUSP00000047173', '10090.ENSMUSP00000007130', '10090.ENSMUSP00000015511', '10090.ENSMUSP00000099902', '10090.ENSMUSP00000105179', '10090.ENSMUSP00000100964', '10090.ENSMUSP00000087457', '10090.ENSMUSP00000067013', '10090.ENSMUSP00000085192', '10090.ENSMUSP00000126598', '10090.ENSMUSP00000081041', '10090.ENSMUSP00000099935', '10090.ENSMUSP00000029175', '10090.ENSMUSP00000056774', '10090.ENSMUSP00000071486', '10090.ENSMUSP00000036270', '10090.ENSMUSP00000030187', '10090.ENSMUSP00000001455', '10090.ENSMUSP00000025224', '10090.ENSMUSP00000042271', '10090.ENSMUSP00000096129', '10090.ENSMUSP00000028118', '10090.ENSMUSP00000001845', '10090.ENSMUSP00000038514', '10090.ENSMUSP00000048383', '10090.ENSMUSP00000139398', '10090.ENSMUSP00000051619', '10090.ENSMUSP00000030814', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000083620', '10090.ENSMUSP00000124052', '10090.ENSMUSP00000098066', '10090.ENSMUSP00000004990', '10090.ENSMUSP00000094778', '10090.ENSMUSP00000129220', '10090.ENSMUSP00000035129', '10090.ENSMUSP00000025393', '10090.ENSMUSP00000099404']",0.0016696728409650152,0.020097605859623714
path:mmu04664,Fc epsilon RI signaling pathway,KEGG,"['10090.ENSMUSP00000033617', '10090.ENSMUSP00000099404', '10090.ENSMUSP00000103981', '10090.ENSMUSP00000004990', '10090.ENSMUSP00000043672', '10090.ENSMUSP00000056774', '10090.ENSMUSP00000070868', '10090.ENSMUSP00000036270', '10090.ENSMUSP00000051619', '10090.ENSMUSP00000092252']",0.0016664584495134217,0.020068909180238865
GO:0061045,Negative regulation of wound healing,Biological Process (Gene Ontology),"['10090.ENSMUSP00000111023', '10090.ENSMUSP00000022576', '10090.ENSMUSP00000133302', '10090.ENSMUSP00000034064', '10090.ENSMUSP00000128460', '10090.ENSMUSP00000023589', '10090.ENSMUSP00000096877', '10090.ENSMUSP00000017920', '10090.ENSMUSP00000075463', '10090.ENSMUSP00000013807']",0.0016664584495134217,0.020068909180238865
WP1249,EPO receptor signaling,WikiPathways,"['10090.ENSMUSP00000029175', '10090.ENSMUSP00000004145', '10090.ENSMUSP00000105179', '10090.ENSMUSP00000038514', '10090.ENSMUSP00000051619', '10090.ENSMUSP00000063795']",0.0016656063394294195,0.020068909180238865
GO:1905939,Regulation of gonad development,Biological Process (Gene Ontology),"['10090.ENSMUSP00000029175', '10090.ENSMUSP00000038405', '10090.ENSMUSP00000108504', '10090.ENSMUSP00000049228', '10090.ENSMUSP00000025755', '10090.ENSMUSP00000133024']",0.0016656063394294195,0.020068909180238865
GO:2000637,Positive regulation of gene silencing by mirna,Biological Process (Gene Ontology),"['10090.ENSMUSP00000001620', '10090.ENSMUSP00000050488', '10090.ENSMUSP00000038135', '10090.ENSMUSP00000107447', '10090.ENSMUSP00000021062', '10090.ENSMUSP00000047678']",0.0016656063394294195,0.020068909180238865
MMU-6803529,FGFR2 alternative splicing,Reactome Pathways,"['10090.ENSMUSP00000042658', '10090.ENSMUSP00000105147', '10090.ENSMUSP00000101833', '10090.ENSMUSP00000120115', '10090.ENSMUSP00000076989', '10090.ENSMUSP00000126192']",0.0016656063394294195,0.020068909180238865
GO:0006094,Gluconeogenesis,Biological Process (Gene Ontology),"['10090.ENSMUSP00000049355', '10090.ENSMUSP00000025951', '10090.ENSMUSP00000019469', '10090.ENSMUSP00000066620', '10090.ENSMUSP00000063825', '10090.ENSMUSP00000029017']",0.0016656063394294195,0.020068909180238865
GO:1901567,Fatty acid derivative binding,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000030432', '10090.ENSMUSP00000043826', '10090.ENSMUSP00000031524', '10090.ENSMUSP00000114705', '10090.ENSMUSP00000099634', '10090.ENSMUSP00000015800', '10090.ENSMUSP00000027153']",0.0016602311468418623,0.020063893409583908
GO:0046685,Response to arsenic-containing substance,Biological Process (Gene Ontology),"['10090.ENSMUSP00000029336', '10090.ENSMUSP00000042658', '10090.ENSMUSP00000023099', '10090.ENSMUSP00000003433', '10090.ENSMUSP00000000804', '10090.ENSMUSP00000030164', '10090.ENSMUSP00000013807']",0.0016602311468418623,0.020063893409583908
GO:0086004,Regulation of cardiac muscle cell contraction,Biological Process (Gene Ontology),"['10090.ENSMUSP00000033699', '10090.ENSMUSP00000108413', '10090.ENSMUSP00000025239', '10090.ENSMUSP00000031423', '10090.ENSMUSP00000088264', '10090.ENSMUSP00000048460', '10090.ENSMUSP00000021750']",0.0016602311468418623,0.020063893409583908
GO:0051568,Histone h3-k4 methylation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000092569', '10090.ENSMUSP00000105295', '10090.ENSMUSP00000110337', '10090.ENSMUSP00000043874', '10090.ENSMUSP00000045409', '10090.ENSMUSP00000020490', '10090.ENSMUSP00000096203']",0.0016602311468418623,0.020063893409583908
GO:0042572,Retinol metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000023214', '10090.ENSMUSP00000025951', '10090.ENSMUSP00000021548', '10090.ENSMUSP00000098928', '10090.ENSMUSP00000127149', '10090.ENSMUSP00000033001', '10090.ENSMUSP00000046298']",0.0016602311468418623,0.020063893409583908
GO:0046364,Monosaccharide biosynthetic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000049355', '10090.ENSMUSP00000025951', '10090.ENSMUSP00000019469', '10090.ENSMUSP00000030455', '10090.ENSMUSP00000066620', '10090.ENSMUSP00000063825', '10090.ENSMUSP00000029017']",0.0016602311468418623,0.020063893409583908
GO:0016791,Phosphatase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000027367', '10090.ENSMUSP00000039109', '10090.ENSMUSP00000122422', '10090.ENSMUSP00000015100', '10090.ENSMUSP00000044466', '10090.ENSMUSP00000048057', '10090.ENSMUSP00000072852', '10090.ENSMUSP00000070726', '10090.ENSMUSP00000124782', '10090.ENSMUSP00000110583', '10090.ENSMUSP00000001202', '10090.ENSMUSP00000079692', '10090.ENSMUSP00000013807', '10090.ENSMUSP00000006286', '10090.ENSMUSP00000090335', '10090.ENSMUSP00000029076', '10090.ENSMUSP00000032936', '10090.ENSMUSP00000069209', '10090.ENSMUSP00000099587', '10090.ENSMUSP00000019469', '10090.ENSMUSP00000070583', '10090.ENSMUSP00000064048', '10090.ENSMUSP00000038616', '10090.ENSMUSP00000041087']",0.0016467393713954811,0.019960727485771705
MMU-6805567,Keratinization,Reactome Pathways,['10090.ENSMUSP00000001845'],0.0016425626332327995,0.019920089736696824
GO:0035904,Aorta development,Biological Process (Gene Ontology),"['10090.ENSMUSP00000015511', '10090.ENSMUSP00000031029', '10090.ENSMUSP00000079752', '10090.ENSMUSP00000044004', '10090.ENSMUSP00000000122', '10090.ENSMUSP00000000095', '10090.ENSMUSP00000136449', '10090.ENSMUSP00000085192', '10090.ENSMUSP00000101129']",0.001640236328511064,0.01990186348399218
GO:0022625,Cytosolic large ribosomal subunit,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000046506', '10090.ENSMUSP00000008826', '10090.ENSMUSP00000080354', '10090.ENSMUSP00000137631', '10090.ENSMUSP00000004072', '10090.ENSMUSP00000080854', '10090.ENSMUSP00000106014', '10090.ENSMUSP00000099962', '10090.ENSMUSP00000008036']",0.001640236328511064,0.01990186348399218
GO:0016278,Lysine n-methyltransferase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000097089', '10090.ENSMUSP00000047398', '10090.ENSMUSP00000110337', '10090.ENSMUSP00000116313', '10090.ENSMUSP00000043874', '10090.ENSMUSP00000020490', '10090.ENSMUSP00000102906', '10090.ENSMUSP00000055002', '10090.ENSMUSP00000092569']",0.001640236328511064,0.01990186348399218
GO:0016279,Protein-lysine n-methyltransferase activity,Molecular Function (Gene Ontology),"['10090.ENSMUSP00000097089', '10090.ENSMUSP00000047398', '10090.ENSMUSP00000110337', '10090.ENSMUSP00000116313', '10090.ENSMUSP00000043874', '10090.ENSMUSP00000020490', '10090.ENSMUSP00000102906', '10090.ENSMUSP00000055002', '10090.ENSMUSP00000092569']",0.001640236328511064,0.01990186348399218
GO:0007268,Chemical synaptic transmission,Biological Process (Gene Ontology),"['10090.ENSMUSP00000007130', '10090.ENSMUSP00000028549', '10090.ENSMUSP00000131976', '10090.ENSMUSP00000099585', '10090.ENSMUSP00000105719', '10090.ENSMUSP00000055797', '10090.ENSMUSP00000073803', '10090.ENSMUSP00000021273', '10090.ENSMUSP00000019577', '10090.ENSMUSP00000111501', '10090.ENSMUSP00000062992', '10090.ENSMUSP00000013807', '10090.ENSMUSP00000054233', '10090.ENSMUSP00000110158', '10090.ENSMUSP00000102164', '10090.ENSMUSP00000072709', '10090.ENSMUSP00000047774', '10090.ENSMUSP00000023390', '10090.ENSMUSP00000124611', '10090.ENSMUSP00000108413', '10090.ENSMUSP00000054852', '10090.ENSMUSP00000032180', '10090.ENSMUSP00000127973', '10090.ENSMUSP00000030814', '10090.ENSMUSP00000006181', '10090.ENSMUSP00000023959', '10090.ENSMUSP00000021091', '10090.ENSMUSP00000122090', '10090.ENSMUSP00000130728', '10090.ENSMUSP00000037255']",0.001620569233050362,0.019702795957156564
GO:0098916,Anterograde trans-synaptic signaling,Biological Process (Gene Ontology),"['10090.ENSMUSP00000007130', '10090.ENSMUSP00000028549', '10090.ENSMUSP00000131976', '10090.ENSMUSP00000099585', '10090.ENSMUSP00000105719', '10090.ENSMUSP00000055797', '10090.ENSMUSP00000073803', '10090.ENSMUSP00000021273', '10090.ENSMUSP00000019577', '10090.ENSMUSP00000111501', '10090.ENSMUSP00000062992', '10090.ENSMUSP00000013807', '10090.ENSMUSP00000054233', '10090.ENSMUSP00000110158', '10090.ENSMUSP00000102164', '10090.ENSMUSP00000072709', '10090.ENSMUSP00000047774', '10090.ENSMUSP00000023390', '10090.ENSMUSP00000124611', '10090.ENSMUSP00000108413', '10090.ENSMUSP00000054852', '10090.ENSMUSP00000032180', '10090.ENSMUSP00000127973', '10090.ENSMUSP00000030814', '10090.ENSMUSP00000006181', '10090.ENSMUSP00000023959', '10090.ENSMUSP00000021091', '10090.ENSMUSP00000122090', '10090.ENSMUSP00000130728', '10090.ENSMUSP00000037255']",0.001620569233050362,0.019702795957156564
GO:1901983,Regulation of protein acetylation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000047398', '10090.ENSMUSP00000110337', '10090.ENSMUSP00000099758', '10090.ENSMUSP00000072615', '10090.ENSMUSP00000095866', '10090.ENSMUSP00000054852', '10090.ENSMUSP00000000804', '10090.ENSMUSP00000046298', '10090.ENSMUSP00000025393', '10090.ENSMUSP00000051619', '10090.ENSMUSP00000074204']",0.001615700494030986,0.01966338415948083
GO:0003208,Cardiac ventricle morphogenesis,Biological Process (Gene Ontology),"['10090.ENSMUSP00000099867', '10090.ENSMUSP00000109337', '10090.ENSMUSP00000007130', '10090.ENSMUSP00000018407', '10090.ENSMUSP00000061427', '10090.ENSMUSP00000079752', '10090.ENSMUSP00000127070', '10090.ENSMUSP00000071654', '10090.ENSMUSP00000025393', '10090.ENSMUSP00000021750', '10090.ENSMUSP00000026999']",0.001615700494030986,0.01966338415948083
GO:0000151,Ubiquitin ligase complex,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000034740', '10090.ENSMUSP00000060159', '10090.ENSMUSP00000037764', '10090.ENSMUSP00000105473', '10090.ENSMUSP00000073778', '10090.ENSMUSP00000034499', '10090.ENSMUSP00000052716', '10090.ENSMUSP00000014499', '10090.ENSMUSP00000085260', '10090.ENSMUSP00000114843', '10090.ENSMUSP00000022720', '10090.ENSMUSP00000026665', '10090.ENSMUSP00000023509', '10090.ENSMUSP00000023343', '10090.ENSMUSP00000131029', '10090.ENSMUSP00000113800', '10090.ENSMUSP00000083393', '10090.ENSMUSP00000108961', '10090.ENSMUSP00000122420', '10090.ENSMUSP00000092602', '10090.ENSMUSP00000111345', '10090.ENSMUSP00000025649', '10090.ENSMUSP00000047950', '10090.ENSMUSP00000124592', '10090.ENSMUSP00000027933', '10090.ENSMUSP00000025183']",0.0015939299136605723,0.019417986901802436
GO:0046928,Regulation of neurotransmitter secretion,Biological Process (Gene Ontology),"['10090.ENSMUSP00000047774', '10090.ENSMUSP00000054233', '10090.ENSMUSP00000029331', '10090.ENSMUSP00000006181', '10090.ENSMUSP00000105719', '10090.ENSMUSP00000122090', '10090.ENSMUSP00000105709', '10090.ENSMUSP00000055797', '10090.ENSMUSP00000099952', '10090.ENSMUSP00000031423', '10090.ENSMUSP00000032180', '10090.ENSMUSP00000127973', '10090.ENSMUSP00000019577', '10090.ENSMUSP00000036203', '10090.ENSMUSP00000107803', '10090.ENSMUSP00000030814']",0.001573028445792873,0.019173019432583833
GO:0019827,Stem cell population maintenance,Biological Process (Gene Ontology),"['10090.ENSMUSP00000050488', '10090.ENSMUSP00000029061', '10090.ENSMUSP00000018748', '10090.ENSMUSP00000007130', '10090.ENSMUSP00000074516', '10090.ENSMUSP00000061427', '10090.ENSMUSP00000063250', '10090.ENSMUSP00000108313', '10090.ENSMUSP00000128421', '10090.ENSMUSP00000122354', '10090.ENSMUSP00000032180', '10090.ENSMUSP00000056752', '10090.ENSMUSP00000085260', '10090.ENSMUSP00000030917', '10090.ENSMUSP00000039709', '10090.ENSMUSP00000081041']",0.001573028445792873,0.019173019432583833
GO:0090288,Negative regulation of cellular response to growth factor stimulus,Biological Process (Gene Ontology),"['10090.ENSMUSP00000001063', '10090.ENSMUSP00000119242', '10090.ENSMUSP00000034740', '10090.ENSMUSP00000022709', '10090.ENSMUSP00000031055', '10090.ENSMUSP00000074516', '10090.ENSMUSP00000061427', '10090.ENSMUSP00000079752', '10090.ENSMUSP00000054852', '10090.ENSMUSP00000000122', '10090.ENSMUSP00000013633', '10090.ENSMUSP00000058221', '10090.ENSMUSP00000024866', '10090.ENSMUSP00000068529', '10090.ENSMUSP00000030917', '10090.ENSMUSP00000039950', '10090.ENSMUSP00000026999']",0.0015707044468128814,0.019164021443446415
GO:0030099,Myeloid cell differentiation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000007130', '10090.ENSMUSP00000024044', '10090.ENSMUSP00000099428', '10090.ENSMUSP00000096203', '10090.ENSMUSP00000092569', '10090.ENSMUSP00000029175', '10090.ENSMUSP00000105295', '10090.ENSMUSP00000043768', '10090.ENSMUSP00000125995', '10090.ENSMUSP00000052872', '10090.ENSMUSP00000080325', '10090.ENSMUSP00000096129', '10090.ENSMUSP00000105007', '10090.ENSMUSP00000038405', '10090.ENSMUSP00000115883', '10090.ENSMUSP00000022793', '10090.ENSMUSP00000102711', '10090.ENSMUSP00000103286', '10090.ENSMUSP00000108143', '10090.ENSMUSP00000021091', '10090.ENSMUSP00000004990', '10090.ENSMUSP00000025217', '10090.ENSMUSP00000005234', '10090.ENSMUSP00000026217']",0.0015693697031970099,0.01915740693246047
GO:0031965,Nuclear membrane,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000006053', '10090.ENSMUSP00000039440', '10090.ENSMUSP00000007130', '10090.ENSMUSP00000070200', '10090.ENSMUSP00000054233', '10090.ENSMUSP00000050481', '10090.ENSMUSP00000032183', '10090.ENSMUSP00000002029', '10090.ENSMUSP00000028963', '10090.ENSMUSP00000047697', '10090.ENSMUSP00000027933', '10090.ENSMUSP00000032568', '10090.ENSMUSP00000108313', '10090.ENSMUSP00000099973', '10090.ENSMUSP00000086724', '10090.ENSMUSP00000020123', '10090.ENSMUSP00000038615', '10090.ENSMUSP00000140536', '10090.ENSMUSP00000077878', '10090.ENSMUSP00000114769', '10090.ENSMUSP00000021091', '10090.ENSMUSP00000103762', '10090.ENSMUSP00000054424', '10090.ENSMUSP00000070583', '10090.ENSMUSP00000058221', '10090.ENSMUSP00000099933', '10090.ENSMUSP00000039709']",0.001559254947860818,0.019043553355126818
GO:0099504,Synaptic vesicle cycle,Biological Process (Gene Ontology),"['10090.ENSMUSP00000006181', '10090.ENSMUSP00000098066', '10090.ENSMUSP00000007130', '10090.ENSMUSP00000105719', '10090.ENSMUSP00000122090', '10090.ENSMUSP00000025239', '10090.ENSMUSP00000051092', '10090.ENSMUSP00000073803', '10090.ENSMUSP00000107913', '10090.ENSMUSP00000060199', '10090.ENSMUSP00000071486', '10090.ENSMUSP00000021273', '10090.ENSMUSP00000127973', '10090.ENSMUSP00000046340', '10090.ENSMUSP00000030814']",0.0015501962052455638,0.018942488514047156
GO:0071356,Cellular response to tumor necrosis factor,Biological Process (Gene Ontology),"['10090.ENSMUSP00000104548', '10090.ENSMUSP00000006053', '10090.ENSMUSP00000018710', '10090.ENSMUSP00000072773', '10090.ENSMUSP00000038135', '10090.ENSMUSP00000004990', '10090.ENSMUSP00000099585', '10090.ENSMUSP00000018449', '10090.ENSMUSP00000069505', '10090.ENSMUSP00000029041', '10090.ENSMUSP00000066068', '10090.ENSMUSP00000006286', '10090.ENSMUSP00000029017', '10090.ENSMUSP00000107795', '10090.ENSMUSP00000051619', '10090.ENSMUSP00000140536', '10090.ENSMUSP00000026217', '10090.ENSMUSP00000096129']",0.0015490194675039709,0.018937683626490124
WP2074,Neural crest differentiation,WikiPathways,"['10090.ENSMUSP00000004994', '10090.ENSMUSP00000007130', '10090.ENSMUSP00000051331', '10090.ENSMUSP00000080832', '10090.ENSMUSP00000108321', '10090.ENSMUSP00000010044', '10090.ENSMUSP00000087457', '10090.ENSMUSP00000067013', '10090.ENSMUSP00000085744', '10090.ENSMUSP00000043828', '10090.ENSMUSP00000102770', '10090.ENSMUSP00000019362', '10090.ENSMUSP00000081041']",0.001526289877411662,0.018669244097692245
MMU-109581,Apoptosis,Reactome Pathways,"['10090.ENSMUSP00000028118', '10090.ENSMUSP00000020775', '10090.ENSMUSP00000007130', '10090.ENSMUSP00000028062', '10090.ENSMUSP00000009157', '10090.ENSMUSP00000051223', '10090.ENSMUSP00000110746', '10090.ENSMUSP00000022894', '10090.ENSMUSP00000070993', '10090.ENSMUSP00000022793', '10090.ENSMUSP00000018470', '10090.ENSMUSP00000042875', '10090.ENSMUSP00000051619']",0.001526289877411662,0.018669244097692245
GO:0050848,Regulation of calcium-mediated signaling,Biological Process (Gene Ontology),"['10090.ENSMUSP00000099935', '10090.ENSMUSP00000041447', '10090.ENSMUSP00000119242', '10090.ENSMUSP00000127784', '10090.ENSMUSP00000129808', '10090.ENSMUSP00000024044', '10090.ENSMUSP00000098796', '10090.ENSMUSP00000026383', '10090.ENSMUSP00000105709', '10090.ENSMUSP00000024916', '10090.ENSMUSP00000036316', '10090.ENSMUSP00000126192', '10090.ENSMUSP00000029164']",0.001526289877411662,0.018669244097692245
GO:1900182,Positive regulation of protein localization to nucleus,Biological Process (Gene Ontology),"['10090.ENSMUSP00000029175', '10090.ENSMUSP00000028118', '10090.ENSMUSP00000033699', '10090.ENSMUSP00000103935', '10090.ENSMUSP00000031740', '10090.ENSMUSP00000004990', '10090.ENSMUSP00000120115', '10090.ENSMUSP00000081142', '10090.ENSMUSP00000000122', '10090.ENSMUSP00000056774', '10090.ENSMUSP00000054852', '10090.ENSMUSP00000045409']",0.0015200828566737134,0.018621592826053548
GO:0046879,Hormone secretion,Biological Process (Gene Ontology),"['10090.ENSMUSP00000033617', '10090.ENSMUSP00000023214', '10090.ENSMUSP00000018748', '10090.ENSMUSP00000108413', '10090.ENSMUSP00000035257', '10090.ENSMUSP00000079752', '10090.ENSMUSP00000022894', '10090.ENSMUSP00000049852', '10090.ENSMUSP00000029172', '10090.ENSMUSP00000021273', '10090.ENSMUSP00000033380', '10090.ENSMUSP00000037536']",0.0015200828566737134,0.018621592826053548
GO:0016571,Histone methylation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000047398', '10090.ENSMUSP00000097089', '10090.ENSMUSP00000105295', '10090.ENSMUSP00000110337', '10090.ENSMUSP00000128789', '10090.ENSMUSP00000116313', '10090.ENSMUSP00000043874', '10090.ENSMUSP00000096203', '10090.ENSMUSP00000045409', '10090.ENSMUSP00000020490', '10090.ENSMUSP00000102906', '10090.ENSMUSP00000092569']",0.0015200828566737134,0.018621592826053548
GO:0035148,Tube formation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000029061', '10090.ENSMUSP00000020904', '10090.ENSMUSP00000007130', '10090.ENSMUSP00000079752', '10090.ENSMUSP00000094986', '10090.ENSMUSP00000136449', '10090.ENSMUSP00000061427', '10090.ENSMUSP00000109880', '10090.ENSMUSP00000085260', '10090.ENSMUSP00000038405', '10090.ENSMUSP00000115883', '10090.ENSMUSP00000116313', '10090.ENSMUSP00000107447', '10090.ENSMUSP00000003312', '10090.ENSMUSP00000004994', '10090.ENSMUSP00000022894', '10090.ENSMUSP00000122354', '10090.ENSMUSP00000030917', '10090.ENSMUSP00000019362']",0.0015127814591378874,0.01856036947581865
GO:0032102,Negative regulation of response to external stimulus,Biological Process (Gene Ontology),"['10090.ENSMUSP00000049186', '10090.ENSMUSP00000022576', '10090.ENSMUSP00000005923', '10090.ENSMUSP00000010044', '10090.ENSMUSP00000023813', '10090.ENSMUSP00000032203', '10090.ENSMUSP00000013807', '10090.ENSMUSP00000111241', '10090.ENSMUSP00000076294', '10090.ENSMUSP00000023707', '10090.ENSMUSP00000072732', '10090.ENSMUSP00000088031', '10090.ENSMUSP00000075463', '10090.ENSMUSP00000020668', '10090.ENSMUSP00000125121', '10090.ENSMUSP00000000127', '10090.ENSMUSP00000023390', '10090.ENSMUSP00000023593', '10090.ENSMUSP00000133302', '10090.ENSMUSP00000026225', '10090.ENSMUSP00000128460', '10090.ENSMUSP00000023589', '10090.ENSMUSP00000096877', '10090.ENSMUSP00000017920', '10090.ENSMUSP00000046340', '10090.ENSMUSP00000111023', '10090.ENSMUSP00000020500', '10090.ENSMUSP00000064048', '10090.ENSMUSP00000069505', '10090.ENSMUSP00000101129', '10090.ENSMUSP00000073975', '10090.ENSMUSP00000034064']",0.001509793648334136,0.01853311959382228
GO:0007417,Central nervous system development,Biological Process (Gene Ontology),"['10090.ENSMUSP00000018748', '10090.ENSMUSP00000033699', '10090.ENSMUSP00000007130', '10090.ENSMUSP00000072615', '10090.ENSMUSP00000079752', '10090.ENSMUSP00000010044', '10090.ENSMUSP00000087457', '10090.ENSMUSP00000101105', '10090.ENSMUSP00000029297', '10090.ENSMUSP00000114705', '10090.ENSMUSP00000124846', '10090.ENSMUSP00000114123', '10090.ENSMUSP00000043828', '10090.ENSMUSP00000085192', '10090.ENSMUSP00000013807', '10090.ENSMUSP00000029780', '10090.ENSMUSP00000001304', '10090.ENSMUSP00000119242', '10090.ENSMUSP00000023099', '10090.ENSMUSP00000029175', '10090.ENSMUSP00000056715', '10090.ENSMUSP00000105295', '10090.ENSMUSP00000081041', '10090.ENSMUSP00000069087', '10090.ENSMUSP00000099488', '10090.ENSMUSP00000109794', '10090.ENSMUSP00000049296', '10090.ENSMUSP00000061427', '10090.ENSMUSP00000000122', '10090.ENSMUSP00000000095', '10090.ENSMUSP00000025081', '10090.ENSMUSP00000006828', '10090.ENSMUSP00000047697', '10090.ENSMUSP00000041732', '10090.ENSMUSP00000085260', '10090.ENSMUSP00000000127', '10090.ENSMUSP00000014174', '10090.ENSMUSP00000112410', '10090.ENSMUSP00000038405', '10090.ENSMUSP00000124710', '10090.ENSMUSP00000086716', '10090.ENSMUSP00000116313', '10090.ENSMUSP00000038514', '10090.ENSMUSP00000032180', '10090.ENSMUSP00000037699', '10090.ENSMUSP00000086724', '10090.ENSMUSP00000064555', '10090.ENSMUSP00000046340', '10090.ENSMUSP00000103286', '10090.ENSMUSP00000017920', '10090.ENSMUSP00000072428', '10090.ENSMUSP00000030814', '10090.ENSMUSP00000051619', '10090.ENSMUSP00000006181', '10090.ENSMUSP00000004994', '10090.ENSMUSP00000124052', '10090.ENSMUSP00000132735', '10090.ENSMUSP00000021091', '10090.ENSMUSP00000028062', '10090.ENSMUSP00000044004', '10090.ENSMUSP00000064048', '10090.ENSMUSP00000049852', '10090.ENSMUSP00000122354', '10090.ENSMUSP00000139698', '10090.ENSMUSP00000066864', '10090.ENSMUSP00000070993', '10090.ENSMUSP00000029172', '10090.ENSMUSP00000035129', '10090.ENSMUSP00000028239', '10090.ENSMUSP00000030917', '10090.ENSMUSP00000039709']",0.00150182248518448,0.01844463895676264
GO:1905477,Positive regulation of protein localization to membrane,Biological Process (Gene Ontology),"['10090.ENSMUSP00000119242', '10090.ENSMUSP00000043768', '10090.ENSMUSP00000073061', '10090.ENSMUSP00000099902', '10090.ENSMUSP00000099835', '10090.ENSMUSP00000044004', '10090.ENSMUSP00000047518', '10090.ENSMUSP00000010044', '10090.ENSMUSP00000087457', '10090.ENSMUSP00000030814', '10090.ENSMUSP00000097066', '10090.ENSMUSP00000041732', '10090.ENSMUSP00000104069', '10090.ENSMUSP00000103981']",0.0014954413190525198,0.01837560583706121
