category,fdr_rate,name,proteins
Biological Process (Gene Ontology),1.5936240005347792e-16,"Fatty acid beta-oxidation","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634"
KEGG,1.9985949428976782e-16,"Valine, leucine and isoleucine degradation","10090.ENSMUSP00000104462,10090.ENSMUSP00000031524,10090.ENSMUSP00000072483,10090.ENSMUSP00000015829,10090.ENSMUSP00000112908,10090.ENSMUSP00000042351,10090.ENSMUSP00000010795,10090.ENSMUSP00000037348,10090.ENSMUSP00000063548,10090.ENSMUSP00000031445,10090.ENSMUSP00000007005,10090.ENSMUSP00000034547,10090.ENSMUSP00000045912"
Cellular Component (Gene Ontology),2.0040556378840443e-16,"Mitochondrion","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000009058,10090.ENSMUSP00000010795,10090.ENSMUSP00000011492,10090.ENSMUSP00000015829,10090.ENSMUSP00000020948,10090.ENSMUSP00000023116,10090.ENSMUSP00000024733,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000043041,10090.ENSMUSP00000043424,10090.ENSMUSP00000053558,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000078436,10090.ENSMUSP00000078593,10090.ENSMUSP00000079379,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000110729,10090.ENSMUSP00000112908,10090.ENSMUSP00000129169,10090.ENSMUSP00000138215"
Molecular Function (Gene Ontology),2.0336743410290147e-16,"ATP binding","10090.ENSMUSP00000002084,10090.ENSMUSP00000003319,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000024733,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031445,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000113792,10090.ENSMUSP00000138215"
Molecular Function (Gene Ontology),2.0336743410290147e-16,"Anion binding","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000003319,10090.ENSMUSP00000009058,10090.ENSMUSP00000011492,10090.ENSMUSP00000013995,10090.ENSMUSP00000015829,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000024733,10090.ENSMUSP00000026208,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031445,10090.ENSMUSP00000031524,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000043424,10090.ENSMUSP00000047927,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000078436,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000113792,10090.ENSMUSP00000138215"
Biological Process (Gene Ontology),2.852829647716373e-16,"Lipid catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000007251,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000040048,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000044134,10090.ENSMUSP00000053558,10090.ENSMUSP00000062037,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634,10090.ENSMUSP00000129169"
Biological Process (Gene Ontology),3.339242268917504e-16,"Monocarboxylic acid catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000007251,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634"
Biological Process (Gene Ontology),5.085218875879839e-16,"Fatty acid catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000007251,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634"
Molecular Function (Gene Ontology),1.0802472341902825e-15,"Carbohydrate derivative binding","10090.ENSMUSP00000002084,10090.ENSMUSP00000003319,10090.ENSMUSP00000009058,10090.ENSMUSP00000011492,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000024733,10090.ENSMUSP00000026208,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031445,10090.ENSMUSP00000031524,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000113792,10090.ENSMUSP00000138215"
Biological Process (Gene Ontology),1.0802472341902825e-15,"Lipid metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000002549,10090.ENSMUSP00000007005,10090.ENSMUSP00000007251,10090.ENSMUSP00000010795,10090.ENSMUSP00000011492,10090.ENSMUSP00000015829,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031445,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000040048,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000044134,10090.ENSMUSP00000053558,10090.ENSMUSP00000062037,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000113792,10090.ENSMUSP00000129169"
Biological Process (Gene Ontology),1.6951909402851774e-15,"Carboxylic acid catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000007251,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000078436,10090.ENSMUSP00000099634,10090.ENSMUSP00000112908"
Biological Process (Gene Ontology),1.6951909402851774e-15,"Organic acid catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000007251,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000078436,10090.ENSMUSP00000099634,10090.ENSMUSP00000112908"
Molecular Function (Gene Ontology),2.140021875571169e-15,"Nucleoside-triphosphatase activity","10090.ENSMUSP00000002084,10090.ENSMUSP00000003319,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000075011,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538"
Molecular Function (Gene Ontology),4.146748507997409e-15,"acyl-CoA dehydrogenase activity","10090.ENSMUSP00000011492,10090.ENSMUSP00000015829,10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000043424,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634,10090.ENSMUSP00000112908"
Molecular Function (Gene Ontology),1.185110937616787e-14,"Pyrophosphatase activity","10090.ENSMUSP00000002084,10090.ENSMUSP00000003319,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000075011,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538"
Molecular Function (Gene Ontology),1.2477726524936824e-14,"Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","10090.ENSMUSP00000002084,10090.ENSMUSP00000003319,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000075011,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538"
Molecular Function (Gene Ontology),1.2477726524936824e-14,"Hydrolase activity, acting on acid anhydrides","10090.ENSMUSP00000002084,10090.ENSMUSP00000003319,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000075011,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538"
Biological Process (Gene Ontology),1.4342352267229056e-14,"Fatty acid oxidation","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634"
Biological Process (Gene Ontology),3.3335429898105824e-14,"Lipid oxidation","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634"
Molecular Function (Gene Ontology),9.584807155102062e-14,"Purine ribonucleoside triphosphate binding","10090.ENSMUSP00000002084,10090.ENSMUSP00000003319,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000024733,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031445,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000113792,10090.ENSMUSP00000138215"
Molecular Function (Gene Ontology),2.09511720373206e-13,"Lipid transporter activity","10090.ENSMUSP00000002084,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000029770,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000069495,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000112538"
KEGG,2.25745565856102e-13,"Fatty acid degradation","10090.ENSMUSP00000007005,10090.ENSMUSP00000034547,10090.ENSMUSP00000045912,10090.ENSMUSP00000042351,10090.ENSMUSP00000010795,10090.ENSMUSP00000037348,10090.ENSMUSP00000031524,10090.ENSMUSP00000072483,10090.ENSMUSP00000027153,10090.ENSMUSP00000015829,10090.ENSMUSP00000099634"
Reactome Pathways,1.7583607133425796e-12,"ABC transporters in lipid homeostasis","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000124647"
Biological Process (Gene Ontology),2.7033504774888746e-12,"Small molecule catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000007251,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000078436,10090.ENSMUSP00000099634,10090.ENSMUSP00000112908"
Biological Process (Gene Ontology),2.380589391332795e-11,"Lipid transport","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000026208,10090.ENSMUSP00000029770,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000069495,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000112538"
Biological Process (Gene Ontology),1.03288354282336e-10,"Thioester metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),1.03288354282336e-10,"acyl-CoA metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),1.50583588078788e-10,"Lipid localization","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000026208,10090.ENSMUSP00000029770,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000069495,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000112538"
Reactome Pathways,5.288141040920587e-10,"Fatty acid metabolism","10090.ENSMUSP00000002084,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000037348,10090.ENSMUSP00000043424,10090.ENSMUSP00000072483,10090.ENSMUSP00000097743,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172"
Biological Process (Gene Ontology),5.62633543302213e-10,"Ribonucleoside bisphosphate metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),5.62633543302213e-10,"Purine nucleoside bisphosphate metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),5.62633543302213e-10,"Nucleoside bisphosphate metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Molecular Function (Gene Ontology),7.605959774973717e-10,"acetyl-CoA C-acetyltransferase activity","10090.ENSMUSP00000007005,10090.ENSMUSP00000010795,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351"
Molecular Function (Gene Ontology),7.605959774973717e-10,"ATPase-coupled xenobiotic transmembrane transporter activity","10090.ENSMUSP00000009058,10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
Reactome Pathways,1.325567116903551e-9,"Metabolism of lipids","10090.ENSMUSP00000002084,10090.ENSMUSP00000002549,10090.ENSMUSP00000007005,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000031445,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000040048,10090.ENSMUSP00000043424,10090.ENSMUSP00000044134,10090.ENSMUSP00000062037,10090.ENSMUSP00000072483,10090.ENSMUSP00000097743,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172"
Biological Process (Gene Ontology),1.6097474474127217e-9,"Cellular amide metabolic process","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000024733,10090.ENSMUSP00000026208,10090.ENSMUSP00000031707,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000040048,10090.ENSMUSP00000044134,10090.ENSMUSP00000062037,10090.ENSMUSP00000078436,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000113792"
Molecular Function (Gene Ontology),1.7975007480431358e-9,"Oxidoreductase activity, acting on the ch-ch group of donors","10090.ENSMUSP00000011492,10090.ENSMUSP00000015829,10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634,10090.ENSMUSP00000112908"
Molecular Function (Gene Ontology),2.62580936893143e-9,"Ion binding","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000003319,10090.ENSMUSP00000009058,10090.ENSMUSP00000011492,10090.ENSMUSP00000013995,10090.ENSMUSP00000015829,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000023116,10090.ENSMUSP00000024733,10090.ENSMUSP00000026208,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031445,10090.ENSMUSP00000031524,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000040048,10090.ENSMUSP00000040465,10090.ENSMUSP00000041204,10090.ENSMUSP00000041243,10090.ENSMUSP00000043424,10090.ENSMUSP00000047927,10090.ENSMUSP00000053971,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000078336,10090.ENSMUSP00000078436,10090.ENSMUSP00000079379,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000113792,10090.ENSMUSP00000138215"
Molecular Function (Gene Ontology),4.18308974127115e-9,"C-acetyltransferase activity","10090.ENSMUSP00000007005,10090.ENSMUSP00000010795,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351"
Biological Process (Gene Ontology),5.734701319343363e-9,"Lipid modification","10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634"
Reactome Pathways,6.8967189460780855e-9,"Transport of small molecules","10090.ENSMUSP00000002084,10090.ENSMUSP00000013995,10090.ENSMUSP00000020948,10090.ENSMUSP00000026208,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000035246,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000041204,10090.ENSMUSP00000047927,10090.ENSMUSP00000068940,10090.ENSMUSP00000069495,10090.ENSMUSP00000097743,10090.ENSMUSP00000100038,10090.ENSMUSP00000110729,10090.ENSMUSP00000124647"
