ENSEMBL,Si_Nippo_vs_Naive,Col_DSS_vs_Naive,Col_Th17_vs_Naive,DRG_Nippo_vs_Naive,DRG_DSS_vs_Naive,DRG_Th17_vs_Naive,SMG_Nippo_vs_Naive,SMG_DSS_vs_Naive,SMG_Th17_vs_Naive,VG_Nippo_vs_Naive,VG_DSS_vs_Naive,VG_Th17_vs_Naive,Si_Nippo_vs_Naive_padj,Col_DSS_vs_Naive_padj,Col_Th17_vs_Naive_padj,DRG_Nippo_vs_Naive_padj,DRG_DSS_vs_Naive_padj,DRG_Th17_vs_Naive_padj,SMG_Nippo_vs_Naive_padj,SMG_DSS_vs_Naive_padj,SMG_Th17_vs_Naive_padj,VG_Nippo_vs_Naive_padj,VG_DSS_vs_Naive_padj,VG_Th17_vs_Naive_padj,mean_count_Si,mean_count_Col,mean_count_DRG,mean_count_SMG,mean_count_VG,SYMBOL,annot,,,
ENSMUSG00000031170,1.14514792570517,1.17551349543265,2.27318170306915,1.46721600592638,0.0975692753907724,1.97084616525121,1.26897263289823,1.35113570758397,1.40757162578854,1.1848600028185,1.33241540813431,0.0542038148683995,0.0166379886151363,0.00556786971280545,6.68417863652231E-07,0.0282105585974648,1,0.00922114543580837,0.00929780562718446,0.00456121378487212,0.00265891232377764,0.0660067260298149,0.0500049962346402,0.69242208043937,51.5408770039823,106.328881446361,27.9937023070386,127.871677459399,48.4673014817414,Slc38a5,"Solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 5; Sodium-coupled neutral amino acid transporter 5; Functions as a sodium-dependent amino acid transporter which countertransport protons. Mediates the saturable, pH- sensitive, and electrogenic cotransport of several neutral amino acids including glycine, asparagine, alanine, serine, glutamine and histidine with sodium (By similarity)",,,
ENSMUSG00000031173,1.72399414913032,1.11342009285213,2.19301062369576,1.43041690990782,-0.00325704680265251,1.88688294290769,0.541111542552471,0.96158669447633,1.53306349025057,0.275441650028924,0.944706161764093,-0.00411122517675084,2.43041257476642E-06,0.00474894202920117,2.69508393346916E-07,0.0179417562051388,0.9902144359833,0.00698014273087041,0.240504430705138,0.0388760518632193,0.000793226869922598,0.336289291670435,0.095729491397831,0.983601826176514,156.389895908464,348.639448247047,99.9214758154525,438.305305423698,133.952756541947,Otc,"Ornithine carbamoyltransferase, mitochondrial; Ornithine transcarbamylase",,,
ENSMUSG00000031179,2.37235428414326,1.62164404863017,2.62573217147263,1.98877983524388,0.108845998245073,1.37013977395338,0.875686419603292,1.18232753369933,1.87225724702697,-0.107756195117368,-0.0250894083570476,-3.22839162366646,3.03096270245841E-05,0.000280902009282117,1.96654202983043E-08,0.00572549963816095,1,0.0347936918573442,0.0914949486976608,0.0304296072492376,0.000381183481437094,0.652653911204857,0.947197233517075,0.006363756890983,18.8388231282262,44.3165804466609,13.7902951977601,45.6504977805868,14.4227491147847,mCG_9950,RIKEN cDNA 3830417A13 gene,,,
ENSMUSG00000031189,0.0238724635705453,0.305960283281203,1.15495643689231,-1.34164571938225,-0.567163385392094,-0.44171303402073,-0.597355763932982,-0.451980460459674,0.215735844500006,-0.0372977790989333,-0.0213206402687467,0.0237394174803689,0.943123893646869,0.395079140195194,0.00235505094699562,2.67885097366143E-07,0.00896844276731325,0.0503861127800447,0.0768690447064711,0.187984552858669,0.553886627682979,0.812566586292907,0.908959541363318,0.873627681808103,1580.41916489088,2330.34360608493,4206.26252938803,3710.93661831545,10188.0685861961,Aff2,AF4/FMR2 family member 2, RNA-binding protein. Might be involved in alternative splicing regulation through an interaction with G-quartet RNA structure, Belongs to the AF4 family,
ENSMUSG00000031204,1.43744757938929,1.13563938882355,1.96207066419273,1.44283179703093,0.023913924828429,1.93069024356607,0.764458173054965,0.944830461215984,1.63528612940071,0.280975256749571,0.943331871051932,0.0329767463359162,2.2696450659684E-05,0.00542746307348623,1.24340388717567E-05,0.00609545212067106,0.936695336781316,0.00163506921379521,0.0572402472107874,0.0176824567034976,8.02722220775215E-05,0.250274132260015,0.0427719226161098,0.815434343503528,278.300617348715,575.879603833215,202.629985810523,604.035845253966,263.94188627026,Asb12,Ankyrin repeat and SOCS box protein 12, Probable substrate-recognition component of a SCF-like ECS (Elongin-Cullin-SOCS-box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins, Belongs to the ankyrin SOCS box (ASB) family,
ENSMUSG00000031212,1.34980782720543,0.96981892817515,2.1317459542073,1.26252667516117,-0.0842214640582536,0.778715679370641,0.324026003126647,0.669017898332963,1.21625891613774,0.0609641727361059,0.0391593732620406,-0.0422664523237563,0.0205519760023385,0.0444354420974942,5.46983122500607E-05,0.078261981209541,1,0.115614328096504,0.5760637175406,0.282025620519785,0.0264452348578379,0.728003648002766,0.875588798772338,0.754903664041747,21.6932159719844,45.9071494792846,14.4236142894543,44.9810268893483,48.3212635810257,Pgr15l,G protein-coupled receptor 15-like, Belongs to the G-protein coupled receptor 1 family,,
ENSMUSG00000031220,1.07659738170118,0.820966626497529,1.77987178759262,0.399802185220244,-0.102604963450063,1.08046921493857,0.420077606127357,0.273322460806669,1.08709639962495,0.157573482562193,0.679613440805917,-0.00764845866842451,0.00294814394518292,0.00647180535567734,1.90848478804778E-08,0.4492069068199,0.716038584397353,0.032624514246485,0.33381018207294,0.568044057936127,0.00958328144022538,0.390407522866416,0.0740162279566941,0.966258699702962,111.897852259057,285.572904385116,91.1154028899508,315.752296746255,172.34259125834,Awat2,"Acyl-CoA wax alcohol acyltransferase 2; Acyltransferase that predominantly esterify long chain (wax) alcohols with acyl-CoA-derived fatty acids to produce wax esters. Wax esters are enriched in sebum, suggesting that it plays a central role in lipid metabolism in skin. Has no activity using decyl alcohol and significantly prefers the C16 and C18 alcohols. May also have 2-acylglycerol O-acyltransferase (MGAT) and acyl- CoA:retinol acyltransferase (ARAT) activities, to catalyze the synthesis of diacylglycerols and retinyl esters; however this activity is unclear in vivo (By similarity)",,,
ENSMUSG00000031250,1.44148640347038,1.17863636797452,2.14335377515179,1.82611184753742,0.0201997616590613,1.74421191733022,1.1258982549457,1.51677994333999,2.05949214425608,0.318192144356357,0.568854386437958,-0.0708673725061378,0.00207784966249289,0.018035208320897,0.000143881773532532,0.00548355452280034,1,0.0157586772483648,0.0260198311887026,0.00299788666872204,7.25565406729302E-05,0.291219949491429,0.190469190491481,0.615612768390885,35.1754190545319,96.5119759827285,29.9632824023355,107.626189979736,37.4550718051475,Tnmd,Tenomodulin, May be an angiogenesis inhibitor, Belongs to the chondromodulin-1 family,
ENSMUSG00000031255,1.1050499678898,0.165173475126423,1.00892404904309,1.59484144058374,-0.032710382184282,1.5822406790121,-0.127266276207963,2.07721331050457,0.594358185974811,0.0451795160902938,0.172164597102995,0.0499754645390954,0.000707131469013931,0.718537092256506,0.0321377585319285,0.00813189948487477,0.900781595209991,0.0175090768677273,0.79854304688817,5.75206698194169E-06,0.200648346717639,0.789633019097474,0.494039264278839,0.710484178959999,156.238504121763,385.005702451595,84.1390634170163,1149.76938668257,207.827900655941,Sytl4,Synaptotagmin-like protein 4, Modulates exocytosis of dense-core granules and secretion of hormones in the pancreas and the pituitary. Interacts with vesicles containing negatively charged phospholipids in a Ca(2+)-independent manner,,
ENSMUSG00000031257,1.14417931776779,0.805707100936631,1.76304279234258,0.632671336246569,-0.0704067938962476,0.802254014019645,0.281970186239027,0.282004145567744,1.08168953617065,0.411361154774786,0.836847534526456,0.107951666239136,3.215979449844E-05,0.00283563824075444,4.61522899346791E-10,0.135978197801444,0.821509522866999,0.0404821951359756,0.370879532382535,0.381869843391746,0.000449128277284868,0.066361409885425,0.00650869340839629,0.462464330674007,346.713320868657,819.945381333559,335.340096440774,908.242885005728,646.195234303249,Nox1,NADPH oxidase 1, Pyridine nucleotide-dependent oxidoreductase that generates superoxide and might conduct H(+) ions as part of its electron transport mechanism,,
ENSMUSG00000031262,1.15577505671785,1.13116213439905,1.99702547660761,0.670518176295204,0.0602471013932965,1.22575133862224,0.361512225210976,0.36649994545661,1.12556280688665,0.216929525852469,0.172110207133829,-0.0088281631446057,0.00254859224629673,0.000422303673719572,2.61794345958402E-09,0.174981092965895,0.839598074790288,0.0199634404598327,0.428841705529019,0.452790132742446,0.00981749576889428,0.260422827799934,0.383627368418145,0.959626560074792,140.138461003783,286.963119433018,100.081355348901,319.8409270474,160.723153177702,Cenpi,"Centromere protein I; Component of the CENPA-CAD (nucleosome distal) complex, a complex recruited to centromeres which is involved in assembly of kinetochore proteins, mitotic progression and chromosome segregation. May be involved in incorporation of newly synthesized CENPA into centromeres via its interaction with the CENPA-NAC complex. Required for the localization of CENPF, MAD1L1 and MAD2 (MAD2L1 or MAD2L2) to kinetochores. Involved in the response of gonadal tissues to follicle-stimulating hormone (By similarity); Belongs to the mis6 family",,,
ENSMUSG00000031264,1.58109539097597,0.861058242087705,1.8529767299614,1.50200664347789,0.0632402761362252,1.64686478176196,0.973643917698077,0.96426263443097,1.3186134648531,0.206292284032624,0.560273298473449,0.00135843828208246,2.20199326372657E-05,0.0301216509222429,1.9468657056423E-05,0.00405360856178893,0.821509522866999,0.00693752336699185,0.020101867316286,0.0187684399980574,0.00128453909109855,0.361690831657258,0.156664586678121,0.996049341561719,161.508458751068,331.882614853805,107.01329306988,555.699164205624,156.996999047756,Btk,"Bruton agammaglobulinemia tyrosine kinase; Tyrosine-protein kinase BTK; Non-receptor tyrosine kinase indispensable for B lymphocyte development, differentiation and signaling. Binding of antigen to the B-cell antigen receptor (BCR) triggers signaling that ultimately leads to B-cell activation. After BCR engagement and activation at the plasma membrane, phosphorylates PLCG2 at several sites, igniting the downstream signaling pathway through calcium mobilization, followed by activation of the protein kinase C (PKC) family members. PLCG2 phosphorylation is performed in close cooperation w [...]",,,
ENSMUSG00000031270,1.9543526611332,1.09095503301736,1.89593150480942,1.31245539826817,0.0563093198934876,1.53949223997419,0.217574673302665,0.880553450688198,1.03044555804586,0.049213937659499,0.209885873332872,0.0146945517702584,4.69600875069348E-05,0.0155138709201746,0.000125181999231388,0.0657919694902358,1,0.0264839800682264,0.690348029166638,0.10265485214052,0.042286325555079,0.827525287847241,0.556345896176064,0.922871456147591,26.9470944115371,51.7618183024207,14.1501481110873,61.7660044597245,16.3892998150597,4930513O06Rik,RIKEN cDNA 4930513O06 gene,,,
ENSMUSG00000031289,1.08059872141477,1.32413294370857,2.28421420076316,1.53671131588589,0.0425566932136604,2.00676692855166,0.501718929826905,0.774469019979053,1.56215972037969,0.315630733693641,1.49883488706068,0.0554673313651934,0.00398000558908494,0.00157554981241051,4.45414870862066E-07,0.0140904958233447,0.860497789274821,0.00552125191837919,0.272071233308295,0.0963045067214228,0.00057031102051877,0.266773470850192,0.0163926225713481,0.68010333808266,98.6367466423093,232.184786781416,71.2095336758832,309.113463594634,75.6244757185252,Il13ra2,Interleukin-13 receptor subunit alpha-2, Binds as a monomer with high affinity to interleukin-13 (IL13),,
ENSMUSG00000031298,-0.392739991244631,0.295207696340866,1.12854624363379,-1.29326641348188,-0.168126000986083,-0.306974479609236,-0.365677169051384,-1.06902080277309,-0.221064079167064,-0.0615624616576789,-0.0435904125889051,-0.0314800621372096,0.230029320215675,0.287932088343134,9.35434506859342E-05,7.17254856736025E-05,0.574196612372434,0.208690800691162,0.317744539833189,0.00218042376238273,0.570326726172293,0.688675510643806,0.823926510088652,0.827669074575241,462.202507811146,670.914714084844,1786.38495665515,1422.79447688143,1826.35692093548,Gpr64,Adhesion G-protein coupled receptor G2, Orphan receptor. Could be involved in a signal transduction pathway controlling epididymal function and male fertility. May regulate fluid exchange within epididymis, Belongs to the G-protein coupled receptor 2 family. Adhesion G-protein coupled receptor (ADGR) subfamily,
ENSMUSG00000031303,0.797622868571039,0.660558877487094,1.5742039459646,1.01670491068577,0.00601655974945338,0.835886926831271,-0.215322548326362,1.66433549634862,0.619788600762849,0.0434385899440366,0.229280629409911,0.00554501234576529,0.00209432805478638,0.0178401769295782,9.7068924774191E-08,0.018147642965337,0.986019001943929,0.0397720915888022,0.619228976541011,3.58547661856116E-05,0.131648761511827,0.779508015681627,0.284959283984366,0.978574138226987,425.111588069501,892.881772650231,364.562812006198,2061.21534531621,846.116166369123,Map3k15,Mitogen-activated protein kinase kinase kinase 15, May function in a signal transduction pathway that is activated by various cell stresses and leads to apoptosis, Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. MAP kinase kinase kinase subfamily,
ENSMUSG00000031323,0.84510470785133,1.13155286433535,2.00241420437288,-0.348705388031286,0.0389707392511896,0.301808812720059,0.498170216061258,0.767165041397666,0.720193156679544,-0.0998300978891187,0.0160840857952986,0.00338839651874973,0.0844472460859768,0.00919928389027648,1.76627949774343E-05,0.464019468353809,1,0.291423695947908,0.375821738462239,0.209690864683765,0.204642566140869,0.565957920560476,0.947715502019306,0.988486322899788,26.1398669581378,46.0887899982827,29.8383720885444,40.7049135123561,59.9547321421607,Dmrtc1a,Doublesex- and mab-3-related transcription factor C1, DMRT-like family C1a,,
ENSMUSG00000031325,1.24049380758882,0.980071887322855,1.90107780483114,1.61257127893909,0.11082043433547,1.7724727228624,0.613450562600198,0.87994970558063,1.42700280000564,0.510336587459715,1.14449732413436,0.0185848446397461,1.48508218252979E-05,0.00381434772148992,1.52414893191984E-07,0.00342897241024448,0.673399083065489,0.0058547216994753,0.131634991272532,0.0300885277858833,0.000481160938236619,0.137026371227477,0.0270685402359256,0.902736282270032,378.952863854254,817.511866518602,247.620887820542,849.785283008667,311.617914329879,4930519F16Rik,NA,,,
ENSMUSG00000031326,1.20304937898224,1.43466700493345,2.59895664841403,2.38885947962304,0.11986855818316,2.50348213502306,0.539021798354954,1.25140076494004,1.84247965632122,0.295362345170155,0.711104552715837,0.0262621144440972,0.0225971124572834,0.00197490058157147,1.48323413937352E-07,0.000980863830728728,1,0.0020909860272481,0.309684686043101,0.0215544579328525,0.000465565192216761,0.374606773729623,0.19747288263256,0.854280866798731,23.4834891125605,52.2064257519604,19.7663435194277,65.668441670247,17.3668112743733,Cdx4,Homeobox protein cdx1/4, Homeobox protein CDX-4, Caudal type homeobox 4,
ENSMUSG00000031327,-0.515821183350237,-1.17609046324821,-1.30803952586818,0.719829373463673,-0.0364081551695715,-0.230906974743987,-0.700792987786377,2.49632683180894,-0.184970420738674,0.159159644357418,0.265589720279378,0.481915345621787,0.110222024588858,0.00392605502235656,0.00402858214735574,0.0394537665139578,0.917371630241028,0.353440686876304,0.135895178304462,1.81577268600465E-07,0.726766425349553,0.278728957631835,0.098061894796949,0.0119915119735241,500.031400653161,777.71394937411,552.403181377855,2811.66173331073,1287.17127198331,Chic1,Cysteine-rich hydrophobic domain-containing protein 1, Cysteine-rich hydrophobic domain 1, Belongs to the CHIC family,
ENSMUSG00000031343,1.13794654236467,0.914233726891268,1.73555153061393,-0.918730785753892,-0.476229972865843,-0.286777772472431,-0.0677882798066343,0.0268291914598684,0.844986097487458,0.00322142319589381,0.011437019624001,0.0186621123724005,0.000138868816821798,0.00836247205988616,3.75822466593419E-06,0.00180992524023619,0.0448060295110544,0.215779860402475,0.837181278559428,0.941698100787295,0.00369688649406482,0.985851785621307,0.956257516181031,0.906421697210609,504.587188737668,1003.22349917522,1143.78117165096,1471.46475357671,1995.51604033894,Gabra3,"Gamma-aminobutyric acid receptor subunit alpha-3; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel; Belongs to the ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRA3 sub-subfamily",,,
ENSMUSG00000031344,1.0536009848838,1.07791706517155,2.36410924647894,0.594921017972631,-0.0290237814075387,1.37527854757748,0.746510974677033,0.778467913587847,1.38784266790245,0.110846022734917,0.384887856380567,0.018238205204784,0.0146708364750597,0.00796253817094997,5.1699375730805E-08,0.329656189641261,1,0.0255097849241989,0.0956916476383915,0.093327945351603,0.00184378766334238,0.586404477985585,0.300732890057929,0.898854856235674,44.7170643673826,121.035402014908,41.2704160501579,148.079177367123,83.1017855913222,Gabrq,"Gamma-aminobutyric acid (gaba) a receptor, subunit theta; Gamma-aminobutyric acid receptor subunit theta; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel",,,
ENSMUSG00000031351,-1.05231145474671,-0.840255681612154,-0.516058919128039,0.732640019940664,0.141191907281964,0.904992645163984,-0.0616739598472239,1.56262197536829,0.32363241000014,-0.0114603304165541,0.881877293481967,0.0160657117649595,8.81598787265573E-05,0.010113033552649,0.155104336636143,0.108616002945163,0.62714272324661,0.0373476920936731,0.909529628888951,0.00118125182700413,0.531350794902349,0.94551038511628,0.0413930850335486,0.92130203590131,575.235279848736,738.551245703046,190.813383891354,1762.89116800456,505.562520104023,Zfp185,Zinc finger protein 185, May be involved in the regulation of cellular proliferation and/or differentiation,,
ENSMUSG00000031364,0.953250418333008,0.703184688856383,1.60447799098892,0.562255106275249,-0.190146637443434,0.518304101460124,0.885147025458726,1.09734679534404,1.8041027346566,0.369238555791618,0.646713496858938,-0.0146273984554575,0.00297368142157818,0.0293632406096453,2.89736499630699E-06,0.276547261586517,0.457630550220428,0.150183291950633,0.0454511808879917,0.0132198780431364,7.82878008034493E-05,0.203614631354223,0.109139074940917,0.925742019310352,110.75797010599,268.741076779803,101.069075282973,286.080662676836,107.726804715578,Grpr,"Gastrin-releasing peptide receptor; Receptor for gastrin-releasing peptide (GRP). Signals via association with G proteins that activate a phosphatidylinositol-calcium second messenger system, resulting in Akt phosphorylation. Contributes to the regulation of food intake. Contributes to the perception of prurient stimuli and transmission of itch signals in the spinal cord that promote scratching behavior, but does not play a role in the perception of pain. Contributes primarily to nonhistaminergic itch sensation. Contributes to long-term fear memory, but not normal spatial memory",,,
ENSMUSG00000031373,-0.527954563688866,0.23627760583552,1.01419460514497,-0.687646385429102,-0.154447091108227,-0.0343361361729254,-0.584731259103658,-2.51148755643281,-0.638303678881046,-0.114966104721576,0.0348750194984761,-0.00350014488327556,0.166293544506554,0.422495497665117,0.000846815051592043,0.017000989999761,0.606438062509941,0.89284133371154,0.22102101242227,2.32284529142606E-07,0.186919942913627,0.441249975690059,0.842682333790925,0.987908686070467,284.203199241291,446.07171418811,411.037354116793,3339.00769553965,1017.4428291214,Car5b,"Carbonic anhydrase 5B, mitochondrial; Reversible hydration of carbon dioxide; Belongs to the alpha-carbonic anhydrase family",,,
ENSMUSG00000031374,-0.324257150897548,0.312385943181012,0.924305273803018,0.0667149020026492,-0.083762557556217,0.167205072728633,-0.509517139521227,2.14521675272105,0.162666459562911,-0.12269443019241,-0.233245292047934,-0.0136006356557763,0.346941850964578,0.380079555973144,0.0126365530008138,0.883061334521649,0.789972161702088,0.52609079714814,0.303885765812038,1.58641458318414E-05,0.769874515096396,0.423953701799914,0.209602000937696,0.93224573244259,118.761880812247,188.755752954002,79.8558370435023,505.696273266615,391.552948811751,Zfp92,Krab domain-containing zinc finger protein, Zinc finger protein 92, May be involved in transcriptional regulation,
ENSMUSG00000031382,1.18821462248288,1.07672842483643,2.17836056125081,0.460532417080392,-0.0931047515042098,0.679063068984374,0.674468593584403,1.67853967835458,1.23626671894764,0.132952825829746,0.0916142274349225,-0.0173810945301868,0.00152203024032863,0.00293648300783754,1.06573878031204E-08,0.453640332545476,1,0.120601460753421,0.140788147193604,0.000236659892726254,0.0062325392474756,0.471808639225472,0.680574486889935,0.909632265841715,70.4466054771965,153.016629350357,50.9011128295391,187.898651619827,124.448667845293,Asb11,Ankyrin repeat and SOCS box protein 11, May be a substrate-recognition component of a SCF-like ECS (Elongin-Cullin-SOCS-box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins, Belongs to the ankyrin SOCS box (ASB) family,
ENSMUSG00000031384,1.24316240301471,1.52356509495731,2.44527404700596,1.96446096016718,0.0516001787956803,2.00498213586113,0.920800428792769,1.29857811065446,1.8639199973395,1.34270518459829,2.05170460822362,0.0366504111922631,0.00408091608993614,0.000497074096798017,2.51217129510827E-07,0.00106805660804267,0.837818472321757,0.00383613147921408,0.0293339629524967,0.00166744288849207,1.87746386264415E-05,0.0371326034269509,0.00353626904491577,0.787888995909454,117.934663540588,241.322966668369,72.641504246953,313.429945379837,75.5443015083815,Asb9,"Ankyrin repeat and SOCS box protein 9; Substrate-recognition component of a SCF-like ECS (Elongin-Cullin-SOCS-box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins. Recognizes at least two forms of creatine kinase, CKB and CKMT1A (By similarity); Belongs to the ankyrin SOCS box (ASB) family",,,
ENSMUSG00000031394,1.00437640406806,1.36078060306024,2.62081185320147,0.876278667226458,-0.170365050917094,0.312953705904914,0.957782972481243,1.0996681716934,1.56128114222857,0.572830330528763,0.498108728729318,0.0254843045044839,0.0075393449693171,0.000265531962463253,1.05655715853377E-11,0.176171528840462,1,0.372739268052652,0.0331071114282773,0.0145400459491081,0.000524864891183781,0.148602583146504,0.19666337694601,0.857081961545872,50.1629207822355,87.7581087672467,27.5439272783482,106.048024569051,53.4958268484833,Opn1mw,"Opsin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan); Medium-wave-sensitive opsin 1; Visual pigments are the light-absorbing molecules that mediate vision. They consist of an apoprotein, opsin, covalently linked to cis-retinal. May increase spectral sensitivity in dim light",,,
ENSMUSG00000031397,1.19147466048215,1.15344008668263,2.17730616258054,0.840143847403079,0.0417841561560679,1.06790510214472,0.242306260763136,0.373827227192822,1.08292222159853,0.168503432900566,0.49500254346039,0.0157945922019681,0.00375945558551017,0.00110478048396626,4.29440204199902E-09,0.102962327343558,0.889883301933352,0.0338819432161402,0.600551601232421,0.436578949935158,0.012075867123322,0.389577727117088,0.150919843688313,0.921173711261356,78.9537114232559,196.444021731431,70.7333982539034,231.607547778978,99.6015379497539,Tktl1,"Transketolase-like protein 1; Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate; Belongs to the transketolase family",,,
ENSMUSG00000031410,1.33993873490984,0.964572706814819,2.06898890731588,1.45688789335776,0.0468025764544914,1.79552693649815,0.887355463013836,0.700594550811596,1.80387212497873,0.734831378348131,0.836345620076038,0.139548529773786,0.000637779722472992,0.0362048193412172,5.45598503377543E-05,0.0249403195892725,1,0.0131644530242395,0.0352834871791981,0.10377994389161,3.42271530253004E-05,0.140821255078987,0.131490428977686,0.421965202443839,69.0030038578813,187.589737954552,46.7671530958438,180.841489289656,70.4188676177912,Nxf7,Nuclear RNA export factor 7,,,
ENSMUSG00000031411,1.34327848646864,0.6853720031031,2.05870202208958,1.43342321984178,0.0444708299655995,2.02063763375076,1.19121289953393,0.925851835672448,1.79714565854485,1.7787864861715,2.3363669734339,0.398254283306173,0.0047338687999797,0.130998146933454,2.26999983054874E-05,0.0428269161313404,1,0.00978309382665267,0.0288187228072361,0.114401951817278,0.000903586754626765,0.0326279702634843,0.00972343164880224,0.207073349846994,35.0974211203558,73.0179559258423,19.2345372864017,82.2510893021373,15.3318011650183,Prame,Preferentially expressed antigen in melanoma,,,
ENSMUSG00000031430,1.34720743935543,1.25359181237251,2.19483229103794,1.95214217924057,0.0832010872949548,2.58419564600678,0.794355997136558,0.787666753052751,1.62331932253344,1.06408553845487,1.00300242587484,-0.000332112008809659,0.000608349508529121,0.00653267864213926,1.89763564610487E-05,0.00144809409162418,1,0.000130300525227699,0.0740408093867233,0.0854163018594532,0.000321222929477428,0.075054656680339,0.0866117508868124,0.999204086302107,75.8171183709801,198.022308837264,57.624541387399,201.915070562359,57.642642485731,Vsig1,V-set and immunoglobulin domain containing 1,,,
ENSMUSG00000031438,0.864469151633376,0.658631049157534,1.5853846484695,0.166978300373918,-0.198709196542421,0.502537781010403,0.364713101984463,0.568880298480481,1.17997339002374,0.183556651645365,0.565737848741885,0.0540404771591713,0.00659053063873585,0.0558110756140896,1.97457951887977E-05,0.748637932939083,0.446053728281008,0.148909227668004,0.309896797255039,0.10826249120803,0.000791704157175044,0.376509857181064,0.136806963335045,0.689298732102548,326.986803461881,619.020684893213,257.296257990877,737.824618892593,383.289149885585,Rnf128,"E3 ubiquitin-protein ligase RNF128; E3 ubiquitin-protein ligase that catalyzes 'Lys-48'- and 'Lys-63'-linked polyubiquitin chains formation. Functions as an inhibitor of cytokine gene transcription. Inhibits IL2 and IL4 transcription, thereby playing an important role in the induction of the anergic phenotype, a long-term stable state of T-lymphocyte unresponsiveness to antigenic stimulation associated with the blockade of interleukin production. Ubiquitinates ARPC5 with 'Lys- 48' linkages and COR1A with 'Lys-63' linkages leading to their degradation, down-regulation of these cytoslele [...]",,,
ENSMUSG00000031443,0.599709623140062,1.21265620558778,1.51436443617343,1.1600856366514,0.154960727177355,0.50556828081269,0.94245248605167,1.70909144906087,0.774660484350183,0.766059220747937,1.67581895115734,0.11407458245435,0.121940554179343,0.00191975216644159,0.000401744519652496,0.0370392134397347,1,0.178497601606769,0.01264045069954,2.13777936217899E-06,0.0356334552831376,0.111623152666747,0.0138994558173735,0.462852214151796,83.819946123858,154.831648996476,43.2836673045629,193.636582665269,78.1581853753409,F7,"Coagulation factor VII; Initiates the extrinsic pathway of blood coagulation. Serine protease that circulates in the blood in a zymogen form. Factor VII is converted to factor VIIa by factor Xa, factor XIIa, factor IXa, or thrombin by minor proteolysis. In the presence of tissue factor and calcium ions, factor VIIa then converts factor X to factor Xa by limited proteolysis. Factor VIIa will also convert factor IX to factor IXa in the presence of tissue factor and calcium (By similarity)",,,
ENSMUSG00000031444,0.990100086277005,1.42820277673013,1.72673266266973,1.96560382056661,0.192019656545298,1.19381308278422,1.18944328479102,1.59954467264944,1.54957410930072,1.44324117458949,1.94162836617629,0.00621705226344105,0.0100273016621002,0.00104577476496237,0.000356257780754205,0.00178374801259364,1,0.0418201992657026,0.00282913742567774,1.21802336325062E-05,6.39952734603916E-05,0.0300086128728287,0.0052636708015427,0.973175165937867,117.85548157815,253.439040032944,52.8718240612732,314.842615286786,91.8125452205783,F10,"Coagulation factor X; Factor Xa is a vitamin K-dependent glycoprotein that converts prothrombin to thrombin in the presence of factor Va, calcium and phospholipid during blood clotting",,,
ENSMUSG00000031461,1.20980389359654,0.996370108056077,1.33010515216555,2.00829011904391,0.25296077089828,1.09085052153677,1.37165268151106,1.89143610797916,1.25793584799738,1.0259646391176,1.84989642837644,0.0439314352344637,3.0618204595366E-05,0.0118561885086955,0.00261851595873014,5.2335185941282E-05,0.305446245816313,0.0284657447254331,0.00527266797773024,5.99211399298543E-05,0.00636496008967817,0.0365129064970466,0.000906936437595395,0.751022080630251,496.422907032254,886.788161496642,256.848510971911,974.37248322808,378.05793721736,Myom2,Myomesin 2,,,
ENSMUSG00000031481,1.32060101129024,1.36615392616252,1.43247539575568,1.86092030183898,0.102273641266796,1.24341255533376,0.818557678369272,1.37920266810373,0.90047819060914,0.299365831858781,0.772629214562996,-0.0231723226672259,7.82255222895378E-05,0.000689544855785197,0.00131395558653019,0.000996844142585314,0.694047573478324,0.0297055322988316,0.0395551853696154,0.000370096337562562,0.0212702488564922,0.258079635500258,0.0857768126047835,0.872571697797804,480.220123840015,841.663633746408,222.720962753521,1067.29468667735,327.909996849563,Tpte,Transmembrane phosphatase with tensin homology,,,
